specificity,sensitivity,model,seed
0.33,0.8222222222222222,family,85
0.34,0.8222222222222222,family,85
0.35000000000000003,0.8,family,85
0.36,0.8,family,85
0.37,0.8,family,85
0.38,0.8,family,85
0.39,0.8,family,85
0.4,0.8,family,85
0.41000000000000003,0.8,family,85
0.42,0.8,family,85
0.43,0.8,family,85
0.44,0.8,family,85
0.45,0.8,family,85
0.46,0.8,family,85
0.47000000000000003,0.7333333333333333,family,85
0.48,0.7333333333333333,family,85
0.49,0.7333333333333333,family,85
0.5,0.7333333333333333,family,85
0.51,0.7333333333333333,family,85
0.52,0.7333333333333333,family,85
0.53,0.7333333333333333,family,85
0.54,0.7333333333333333,family,85
0.55,0.7333333333333333,family,85
0.56,0.6666666666666666,family,85
0.5700000000000001,0.6666666666666666,family,85
0.58,0.6666666666666666,family,85
0.59,0.6666666666666666,family,85
0.6,0.6666666666666666,family,85
0.61,0.6666666666666666,family,85
0.62,0.6666666666666666,family,85
0.63,0.6666666666666666,family,85
0.64,0.6444444444444445,family,85
0.65,0.6444444444444445,family,85
0.66,0.6444444444444445,family,85
0.67,0.6444444444444445,family,85
0.68,0.6,family,85
0.6900000000000001,0.6,family,85
0.7000000000000001,0.6,family,85
0.71,0.6,family,85
0.72,0.6,family,85
0.73,0.6,family,85
0.74,0.5777777777777777,family,85
0.75,0.5111111111111111,family,85
0.76,0.5111111111111111,family,85
0.77,0.4666666666666667,family,85
0.78,0.4666666666666667,family,85
0.79,0.4222222222222222,family,85
0.8,0.4222222222222222,family,85
0.81,0.37777777777777777,family,85
0.8200000000000001,0.37777777777777777,family,85
0.8300000000000001,0.37777777777777777,family,85
0.84,0.37777777777777777,family,85
0.85,0.37777777777777777,family,85
0.86,0.37777777777777777,family,85
0.87,0.3333333333333333,family,85
0.88,0.3333333333333333,family,85
0.89,0.3333333333333333,family,85
0.9,0.3333333333333333,family,85
0.91,0.3111111111111111,family,85
0.92,0.3111111111111111,family,85
0.93,0.3111111111111111,family,85
0.9400000000000001,0.3111111111111111,family,85
0.9500000000000001,0.24444444444444444,family,85
0.96,0.24444444444444444,family,85
0.97,0.2222222222222222,family,85
0.98,0.2222222222222222,family,85
0.99,0.2222222222222222,family,85
1,0,family,85
0,1,family,86
0.01,1,family,86
0.02,0.9111111111111111,family,86
0.03,0.9111111111111111,family,86
0.04,0.8888888888888888,family,86
0.05,0.8888888888888888,family,86
0.06,0.8888888888888888,family,86
0.07,0.8888888888888888,family,86
0.08,0.8888888888888888,family,86
0.09,0.8888888888888888,family,86
0.1,0.8888888888888888,family,86
0.11,0.8888888888888888,family,86
0.12,0.8888888888888888,family,86
0.13,0.8888888888888888,family,86
0.14,0.8888888888888888,family,86
0.15,0.8888888888888888,family,86
0.16,0.8888888888888888,family,86
0.17,0.8888888888888888,family,86
0.18,0.8888888888888888,family,86
0.19,0.8888888888888888,family,86
0.2,0.8666666666666667,family,86
0.21,0.8666666666666667,family,86
0.22,0.8444444444444444,family,86
0.23,0.8444444444444444,family,86
0.24,0.8444444444444444,family,86
0.25,0.8444444444444444,family,86
0.26,0.8444444444444444,family,86
0.27,0.8444444444444444,family,86
0.28,0.8444444444444444,family,86
0.29,0.8444444444444444,family,86
0.3,0.8444444444444444,family,86
0.31,0.8,family,86
0.32,0.8,family,86
0.33,0.8,family,86
0.34,0.8,family,86
0.35000000000000003,0.8,family,86
0.36,0.8,family,86
0.37,0.8,family,86
0.38,0.8,family,86
0.39,0.8,family,86
0.4,0.8,family,86
0.41000000000000003,0.7777777777777778,family,86
0.42,0.7777777777777778,family,86
0.43,0.7777777777777778,family,86
0.44,0.7777777777777778,family,86
0.45,0.7777777777777778,family,86
0.46,0.7777777777777778,family,86
0.47000000000000003,0.7777777777777778,family,86
0.48,0.7777777777777778,family,86
0.49,0.7555555555555555,family,86
0.5,0.7555555555555555,family,86
0.51,0.7555555555555555,family,86
0.52,0.7555555555555555,family,86
0.53,0.7555555555555555,family,86
0.54,0.7555555555555555,family,86
0.55,0.7555555555555555,family,86
0.56,0.6888888888888889,family,86
0.5700000000000001,0.6888888888888889,family,86
0.58,0.6666666666666666,family,86
0.59,0.6666666666666666,family,86
0.6,0.6444444444444445,family,86
0.61,0.6444444444444445,family,86
0.62,0.6444444444444445,family,86
0.63,0.6444444444444445,family,86
0.64,0.6444444444444445,family,86
0.65,0.6444444444444445,family,86
0.66,0.6444444444444445,family,86
0.67,0.6444444444444445,family,86
0.68,0.6444444444444445,family,86
0.6900000000000001,0.6444444444444445,family,86
0.7000000000000001,0.6444444444444445,family,86
0.71,0.6444444444444445,family,86
0.72,0.6,family,86
0.73,0.6,family,86
0.74,0.5333333333333333,family,86
0.75,0.5333333333333333,family,86
0.76,0.5333333333333333,family,86
0.77,0.5111111111111111,family,86
0.78,0.5111111111111111,family,86
0.79,0.5111111111111111,family,86
0.8,0.5111111111111111,family,86
0.81,0.5111111111111111,family,86
0.8200000000000001,0.5111111111111111,family,86
0.8300000000000001,0.5111111111111111,family,86
0.84,0.5111111111111111,family,86
0.85,0.4888888888888889,family,86
0.86,0.4888888888888889,family,86
0.87,0.4888888888888889,family,86
0.88,0.4888888888888889,family,86
0.89,0.4666666666666667,family,86
0.9,0.4666666666666667,family,86
0.91,0.4666666666666667,family,86
0.92,0.4666666666666667,family,86
0.93,0.4,family,86
0.9400000000000001,0.4,family,86
0.9500000000000001,0.4,family,86
0.96,0.4,family,86
0.97,0.24444444444444444,family,86
0.98,0.24444444444444444,family,86
0.99,0.17777777777777778,family,86
1,0,family,86
0,1,family,87
0.01,1,family,87
0.02,0.9333333333333333,family,87
0.03,0.9333333333333333,family,87
0.04,0.8888888888888888,family,87
0.05,0.8888888888888888,family,87
0.06,0.8888888888888888,family,87
0.07,0.8888888888888888,family,87
0.08,0.8666666666666667,family,87
0.09,0.8666666666666667,family,87
0.1,0.8666666666666667,family,87
0.11,0.8666666666666667,family,87
0.12,0.8666666666666667,family,87
0.13,0.8666666666666667,family,87
0.14,0.8666666666666667,family,87
0.15,0.8666666666666667,family,87
0.16,0.8666666666666667,family,87
0.17,0.8666666666666667,family,87
0.18,0.8666666666666667,family,87
0.19,0.8666666666666667,family,87
0.2,0.8444444444444444,family,87
0.21,0.8444444444444444,family,87
0.22,0.8444444444444444,family,87
0.23,0.8444444444444444,family,87
0.24,0.8444444444444444,family,87
0.25,0.8222222222222222,family,87
0.26,0.8222222222222222,family,87
0.27,0.8,family,87
0.28,0.8,family,87
0.29,0.8,family,87
0.3,0.8,family,87
0.31,0.8,family,87
0.32,0.8,family,87
0.33,0.8,family,87
0.34,0.8,family,87
0.35000000000000003,0.8,family,87
0.36,0.8,family,87
0.37,0.8,family,87
0.38,0.8,family,87
0.39,0.8,family,87
0.4,0.8,family,87
0.41000000000000003,0.8,family,87
0.42,0.8,family,87
0.43,0.7555555555555555,family,87
0.44,0.7555555555555555,family,87
0.45,0.7111111111111111,family,87
0.46,0.7111111111111111,family,87
0.47000000000000003,0.6888888888888889,family,87
0.48,0.6888888888888889,family,87
0.49,0.6444444444444445,family,87
0.5,0.6444444444444445,family,87
0.51,0.6444444444444445,family,87
0.52,0.6444444444444445,family,87
0.53,0.6444444444444445,family,87
0.54,0.6444444444444445,family,87
0.55,0.6444444444444445,family,87
0.56,0.6222222222222222,family,87
0.5700000000000001,0.6222222222222222,family,87
0.58,0.6,family,87
0.59,0.6,family,87
0.6,0.6,family,87
0.61,0.6,family,87
0.62,0.6,family,87
0.63,0.6,family,87
0.64,0.5777777777777777,family,87
0.65,0.5777777777777777,family,87
0.66,0.5111111111111111,family,87
0.67,0.5111111111111111,family,87
0.68,0.5111111111111111,family,87
0.6900000000000001,0.5111111111111111,family,87
0.7000000000000001,0.5111111111111111,family,87
0.71,0.5111111111111111,family,87
0.72,0.5111111111111111,family,87
0.73,0.5111111111111111,family,87
0.74,0.5111111111111111,family,87
0.75,0.4888888888888889,family,87
0.76,0.4888888888888889,family,87
0.77,0.4,family,87
0.78,0.4,family,87
0.79,0.35555555555555557,family,87
0.8,0.35555555555555557,family,87
0.81,0.35555555555555557,family,87
0.8200000000000001,0.35555555555555557,family,87
0.8300000000000001,0.35555555555555557,family,87
0.84,0.35555555555555557,family,87
0.85,0.35555555555555557,family,87
0.86,0.35555555555555557,family,87
0.87,0.35555555555555557,family,87
0.88,0.35555555555555557,family,87
0.89,0.35555555555555557,family,87
0.9,0.35555555555555557,family,87
0.91,0.3333333333333333,family,87
0.92,0.3333333333333333,family,87
0.93,0.24444444444444444,family,87
0.9400000000000001,0.24444444444444444,family,87
0.9500000000000001,0.24444444444444444,family,87
0.96,0.24444444444444444,family,87
0.97,0.2,family,87
0.98,0.2,family,87
0.99,0.1111111111111111,family,87
1,0,family,87
0,1,family,88
0.01,1,family,88
0.02,1,family,88
0.03,1,family,88
0.04,1,family,88
0.05,1,family,88
0.06,1,family,88
0.07,1,family,88
0.08,1,family,88
0.09,1,family,88
0.1,1,family,88
0.11,1,family,88
0.12,0.9777777777777777,family,88
0.13,0.9777777777777777,family,88
0.14,0.9555555555555556,family,88
0.15,0.9555555555555556,family,88
0.16,0.9111111111111111,family,88
0.17,0.9111111111111111,family,88
0.18,0.9111111111111111,family,88
0.19,0.9111111111111111,family,88
0.2,0.9111111111111111,family,88
0.21,0.9111111111111111,family,88
0.22,0.9111111111111111,family,88
0.23,0.9111111111111111,family,88
0.24,0.8666666666666667,family,88
0.25,0.8666666666666667,family,88
0.26,0.8666666666666667,family,88
0.27,0.8666666666666667,family,88
0.28,0.8666666666666667,family,88
0.29,0.8222222222222222,family,88
0.3,0.8222222222222222,family,88
0.31,0.8222222222222222,family,88
0.32,0.8222222222222222,family,88
0.33,0.8222222222222222,family,88
0.34,0.8222222222222222,family,88
0.35000000000000003,0.8,family,88
0.36,0.8,family,88
0.37,0.8,family,88
0.38,0.8,family,88
0.39,0.7555555555555555,family,88
0.4,0.7555555555555555,family,88
0.41000000000000003,0.7555555555555555,family,88
0.42,0.7555555555555555,family,88
0.43,0.7111111111111111,family,88
0.44,0.7111111111111111,family,88
0.45,0.6666666666666666,family,88
0.46,0.6666666666666666,family,88
0.47000000000000003,0.6666666666666666,family,88
0.48,0.6666666666666666,family,88
0.49,0.5777777777777777,family,88
0.5,0.5777777777777777,family,88
0.51,0.5777777777777777,family,88
0.52,0.5555555555555556,family,88
0.53,0.5555555555555556,family,88
0.54,0.5333333333333333,family,88
0.55,0.5333333333333333,family,88
0.56,0.5333333333333333,family,88
0.5700000000000001,0.5333333333333333,family,88
0.58,0.5111111111111111,family,88
0.59,0.5111111111111111,family,88
0.6,0.4888888888888889,family,88
0.61,0.4888888888888889,family,88
0.62,0.4888888888888889,family,88
0.63,0.4888888888888889,family,88
0.64,0.4666666666666667,family,88
0.65,0.4666666666666667,family,88
0.66,0.4666666666666667,family,88
0.67,0.4666666666666667,family,88
0.68,0.4666666666666667,family,88
0.6900000000000001,0.4666666666666667,family,88
0.7000000000000001,0.4666666666666667,family,88
0.71,0.4666666666666667,family,88
0.72,0.4444444444444444,family,88
0.73,0.4444444444444444,family,88
0.74,0.4444444444444444,family,88
0.75,0.4444444444444444,family,88
0.76,0.4444444444444444,family,88
0.77,0.4222222222222222,family,88
0.78,0.4222222222222222,family,88
0.79,0.37777777777777777,family,88
0.8,0.37777777777777777,family,88
0.81,0.37777777777777777,family,88
0.8200000000000001,0.37777777777777777,family,88
0.8300000000000001,0.35555555555555557,family,88
0.84,0.35555555555555557,family,88
0.85,0.35555555555555557,family,88
0.86,0.35555555555555557,family,88
0.87,0.28888888888888886,family,88
0.88,0.28888888888888886,family,88
0.89,0.28888888888888886,family,88
0.9,0.28888888888888886,family,88
0.91,0.26666666666666666,family,88
0.92,0.26666666666666666,family,88
0.93,0.2222222222222222,family,88
0.9400000000000001,0.2222222222222222,family,88
0.9500000000000001,0.2222222222222222,family,88
0.96,0.2222222222222222,family,88
0.97,0.17777777777777778,family,88
0.98,0.17777777777777778,family,88
0.99,0.17777777777777778,family,88
1,0,family,88
0,1,family,89
0.01,1,family,89
0.02,1,family,89
0.03,1,family,89
0.04,1,family,89
0.05,1,family,89
0.06,1,family,89
0.07,1,family,89
0.08,1,family,89
0.09,1,family,89
0.1,1,family,89
0.11,1,family,89
0.12,1,family,89
0.13,1,family,89
0.14,1,family,89
0.15,1,family,89
0.16,1,family,89
0.17,1,family,89
0.18,1,family,89
0.19,1,family,89
0.2,1,family,89
0.21,1,family,89
0.22,0.9555555555555556,family,89
0.23,0.9555555555555556,family,89
0.24,0.9333333333333333,family,89
0.25,0.9333333333333333,family,89
0.26,0.9333333333333333,family,89
0.27,0.9333333333333333,family,89
0.28,0.9333333333333333,family,89
0.29,0.9111111111111111,family,89
0.3,0.9111111111111111,family,89
0.31,0.9111111111111111,family,89
0.32,0.9111111111111111,family,89
0.33,0.9111111111111111,family,89
0.34,0.9111111111111111,family,89
0.35000000000000003,0.9111111111111111,family,89
0.36,0.9111111111111111,family,89
0.37,0.9111111111111111,family,89
0.38,0.9111111111111111,family,89
0.39,0.9111111111111111,family,89
0.4,0.9111111111111111,family,89
0.41000000000000003,0.8888888888888888,family,89
0.42,0.8888888888888888,family,89
0.43,0.8888888888888888,family,89
0.44,0.8888888888888888,family,89
0.45,0.8888888888888888,family,89
0.46,0.8888888888888888,family,89
0.47000000000000003,0.8888888888888888,family,89
0.48,0.8888888888888888,family,89
0.49,0.8888888888888888,family,89
0.5,0.8888888888888888,family,89
0.51,0.8888888888888888,family,89
0.52,0.8888888888888888,family,89
0.53,0.8888888888888888,family,89
0.54,0.8222222222222222,family,89
0.55,0.8222222222222222,family,89
0.56,0.8222222222222222,family,89
0.5700000000000001,0.8222222222222222,family,89
0.58,0.8222222222222222,family,89
0.59,0.8222222222222222,family,89
0.6,0.8222222222222222,family,89
0.61,0.8222222222222222,family,89
0.62,0.8222222222222222,family,89
0.63,0.8222222222222222,family,89
0.64,0.8,family,89
0.65,0.8,family,89
0.66,0.8,family,89
0.67,0.8,family,89
0.68,0.7777777777777778,family,89
0.6900000000000001,0.7777777777777778,family,89
0.7000000000000001,0.7777777777777778,family,89
0.71,0.7777777777777778,family,89
0.72,0.7777777777777778,family,89
0.73,0.7777777777777778,family,89
0.74,0.7333333333333333,family,89
0.75,0.7333333333333333,family,89
0.76,0.7333333333333333,family,89
0.77,0.7333333333333333,family,89
0.78,0.7333333333333333,family,89
0.79,0.7333333333333333,family,89
0.8,0.7333333333333333,family,89
0.81,0.7333333333333333,family,89
0.8200000000000001,0.7333333333333333,family,89
0.8300000000000001,0.7333333333333333,family,89
0.84,0.7333333333333333,family,89
0.85,0.7333333333333333,family,89
0.86,0.7333333333333333,family,89
0.87,0.5333333333333333,family,89
0.88,0.5333333333333333,family,89
0.89,0.4888888888888889,family,89
0.9,0.4888888888888889,family,89
0.91,0.4666666666666667,family,89
0.92,0.4666666666666667,family,89
0.93,0.4444444444444444,family,89
0.9400000000000001,0.4444444444444444,family,89
0.9500000000000001,0.4444444444444444,family,89
0.96,0.4444444444444444,family,89
0.97,0.3333333333333333,family,89
0.98,0.3333333333333333,family,89
0.99,0.26666666666666666,family,89
1,0,family,89
0,1,family,9
0.01,1,family,9
0.02,1,family,9
0.03,1,family,9
0.04,1,family,9
0.05,1,family,9
0.06,1,family,9
0.07,1,family,9
0.08,0.9555555555555556,family,9
0.09,0.9555555555555556,family,9
0.1,0.8666666666666667,family,9
0.11,0.8666666666666667,family,9
0.12,0.8444444444444444,family,9
0.13,0.8444444444444444,family,9
0.14,0.8444444444444444,family,9
0.15,0.8444444444444444,family,9
0.16,0.8444444444444444,family,9
0.17,0.8444444444444444,family,9
0.18,0.8444444444444444,family,9
0.19,0.8444444444444444,family,9
0.2,0.8444444444444444,family,9
0.21,0.8444444444444444,family,9
0.22,0.8444444444444444,family,9
0.23,0.8444444444444444,family,9
0.24,0.8444444444444444,family,9
0.25,0.8444444444444444,family,9
0.26,0.8444444444444444,family,9
0.27,0.8222222222222222,family,9
0.28,0.8222222222222222,family,9
0.29,0.8222222222222222,family,9
0.3,0.8222222222222222,family,9
0.31,0.7777777777777778,family,9
0.32,0.7777777777777778,family,9
0.33,0.7555555555555555,family,9
0.34,0.7555555555555555,family,9
0.35000000000000003,0.7333333333333333,family,9
0.36,0.7333333333333333,family,9
0.37,0.7111111111111111,family,9
0.38,0.7111111111111111,family,9
0.39,0.7111111111111111,family,9
0.4,0.7111111111111111,family,9
0.41000000000000003,0.7111111111111111,family,9
0.42,0.7111111111111111,family,9
0.43,0.7111111111111111,family,9
0.44,0.7111111111111111,family,9
0.45,0.7111111111111111,family,9
0.46,0.7111111111111111,family,9
0.47000000000000003,0.7111111111111111,family,9
0.48,0.7111111111111111,family,9
0.49,0.7111111111111111,family,9
0.5,0.7111111111111111,family,9
0.51,0.7111111111111111,family,9
0.52,0.6,family,9
0.53,0.6,family,9
0.54,0.6,family,9
0.55,0.6,family,9
0.56,0.6,family,9
0.5700000000000001,0.6,family,9
0.58,0.6,family,9
0.59,0.6,family,9
0.6,0.6,family,9
0.61,0.6,family,9
0.62,0.6,family,9
0.63,0.6,family,9
0.64,0.5777777777777777,family,9
0.65,0.5777777777777777,family,9
0.66,0.5777777777777777,family,9
0.67,0.5777777777777777,family,9
0.68,0.5555555555555556,family,9
0.6900000000000001,0.5555555555555556,family,9
0.7000000000000001,0.5555555555555556,family,9
0.71,0.5555555555555556,family,9
0.72,0.5333333333333333,family,9
0.73,0.5333333333333333,family,9
0.74,0.5333333333333333,family,9
0.75,0.5111111111111111,family,9
0.76,0.5111111111111111,family,9
0.77,0.4888888888888889,family,9
0.78,0.4888888888888889,family,9
0.79,0.4888888888888889,family,9
0.8,0.4888888888888889,family,9
0.81,0.4888888888888889,family,9
0.8200000000000001,0.4888888888888889,family,9
0.8300000000000001,0.4888888888888889,family,9
0.84,0.4888888888888889,family,9
0.85,0.4888888888888889,family,9
0.86,0.4888888888888889,family,9
0.87,0.4666666666666667,family,9
0.88,0.4666666666666667,family,9
0.89,0.4666666666666667,family,9
0.9,0.4666666666666667,family,9
0.91,0.4444444444444444,family,9
0.92,0.4444444444444444,family,9
0.93,0.4222222222222222,family,9
0.9400000000000001,0.4222222222222222,family,9
0.9500000000000001,0.4,family,9
0.96,0.4,family,9
0.97,0.3111111111111111,family,9
0.98,0.3111111111111111,family,9
0.99,0.17777777777777778,family,9
1,0,family,9
0,1,family,90
0.01,1,family,90
0.02,1,family,90
0.03,1,family,90
0.04,1,family,90
0.05,1,family,90
0.06,1,family,90
0.07,1,family,90
0.08,1,family,90
0.09,1,family,90
0.1,1,family,90
0.11,1,family,90
0.12,0.9777777777777777,family,90
0.13,0.9777777777777777,family,90
0.14,0.9777777777777777,family,90
0.15,0.9777777777777777,family,90
0.16,0.9111111111111111,family,90
0.17,0.9111111111111111,family,90
0.18,0.9111111111111111,family,90
0.19,0.9111111111111111,family,90
0.2,0.9111111111111111,family,90
0.21,0.9111111111111111,family,90
0.22,0.8666666666666667,family,90
0.23,0.8666666666666667,family,90
0.24,0.8666666666666667,family,90
0.25,0.8666666666666667,family,90
0.26,0.8666666666666667,family,90
0.27,0.8666666666666667,family,90
0.28,0.8666666666666667,family,90
0.29,0.8666666666666667,family,90
0.3,0.8666666666666667,family,90
0.31,0.8444444444444444,family,90
0.32,0.8444444444444444,family,90
0.33,0.8444444444444444,family,90
0.34,0.8444444444444444,family,90
0.35000000000000003,0.8444444444444444,family,90
0.36,0.8444444444444444,family,90
0.37,0.8444444444444444,family,90
0.38,0.8444444444444444,family,90
0.39,0.8444444444444444,family,90
0.4,0.8444444444444444,family,90
0.41000000000000003,0.8444444444444444,family,90
0.42,0.8444444444444444,family,90
0.43,0.8222222222222222,family,90
0.44,0.8222222222222222,family,90
0.45,0.8222222222222222,family,90
0.46,0.8222222222222222,family,90
0.47000000000000003,0.8,family,90
0.48,0.8,family,90
0.49,0.8,family,90
0.5,0.7555555555555555,family,90
0.51,0.7555555555555555,family,90
0.52,0.7555555555555555,family,90
0.53,0.7555555555555555,family,90
0.54,0.7555555555555555,family,90
0.55,0.7555555555555555,family,90
0.56,0.7555555555555555,family,90
0.5700000000000001,0.7555555555555555,family,90
0.58,0.7555555555555555,family,90
0.59,0.7555555555555555,family,90
0.6,0.7555555555555555,family,90
0.61,0.7555555555555555,family,90
0.62,0.7333333333333333,family,90
0.63,0.7333333333333333,family,90
0.64,0.7333333333333333,family,90
0.65,0.7333333333333333,family,90
0.66,0.7333333333333333,family,90
0.67,0.7333333333333333,family,90
0.68,0.7333333333333333,family,90
0.6900000000000001,0.7333333333333333,family,90
0.7000000000000001,0.7333333333333333,family,90
0.71,0.7333333333333333,family,90
0.72,0.7333333333333333,family,90
0.73,0.7333333333333333,family,90
0.74,0.6888888888888889,family,90
0.75,0.6888888888888889,family,90
0.76,0.6888888888888889,family,90
0.77,0.6888888888888889,family,90
0.78,0.6888888888888889,family,90
0.79,0.6222222222222222,family,90
0.8,0.6222222222222222,family,90
0.81,0.6,family,90
0.8200000000000001,0.6,family,90
0.8300000000000001,0.5555555555555556,family,90
0.84,0.5555555555555556,family,90
0.85,0.5555555555555556,family,90
0.86,0.5555555555555556,family,90
0.87,0.5333333333333333,family,90
0.88,0.5333333333333333,family,90
0.89,0.4222222222222222,family,90
0.9,0.4222222222222222,family,90
0.91,0.4222222222222222,family,90
0.92,0.4222222222222222,family,90
0.93,0.4222222222222222,family,90
0.9400000000000001,0.4222222222222222,family,90
0.9500000000000001,0.4222222222222222,family,90
0.96,0.4222222222222222,family,90
0.97,0.3111111111111111,family,90
0.98,0.3111111111111111,family,90
0.99,0.2,family,90
1,0,family,90
0,1,family,91
0.01,1,family,91
0.02,1,family,91
0.03,1,family,91
0.04,1,family,91
0.05,1,family,91
0.06,0.8888888888888888,family,91
0.07,0.8888888888888888,family,91
0.08,0.8444444444444444,family,91
0.09,0.8444444444444444,family,91
0.1,0.8222222222222222,family,91
0.11,0.8222222222222222,family,91
0.12,0.8,family,91
0.13,0.8,family,91
0.14,0.8,family,91
0.15,0.8,family,91
0.16,0.8,family,91
0.17,0.8,family,91
0.18,0.8,family,91
0.19,0.8,family,91
0.2,0.8,family,91
0.21,0.8,family,91
0.22,0.7111111111111111,family,91
0.23,0.7111111111111111,family,91
0.24,0.7111111111111111,family,91
0.25,0.6888888888888889,family,91
0.26,0.6888888888888889,family,91
0.27,0.6888888888888889,family,91
0.28,0.6888888888888889,family,91
0.29,0.6888888888888889,family,91
0.3,0.6888888888888889,family,91
0.31,0.6888888888888889,family,91
0.32,0.6888888888888889,family,91
0.33,0.6888888888888889,family,91
0.34,0.6888888888888889,family,91
0.35000000000000003,0.6888888888888889,family,91
0.36,0.6888888888888889,family,91
0.37,0.6666666666666666,family,91
0.38,0.6666666666666666,family,91
0.39,0.6666666666666666,family,91
0.4,0.6666666666666666,family,91
0.41000000000000003,0.6666666666666666,family,91
0.42,0.6666666666666666,family,91
0.43,0.6666666666666666,family,91
0.44,0.6666666666666666,family,91
0.45,0.6666666666666666,family,91
0.46,0.6666666666666666,family,91
0.47000000000000003,0.6666666666666666,family,91
0.48,0.6666666666666666,family,91
0.49,0.6666666666666666,family,91
0.5,0.6222222222222222,family,91
0.51,0.6222222222222222,family,91
0.52,0.6,family,91
0.53,0.6,family,91
0.54,0.6,family,91
0.55,0.6,family,91
0.56,0.6,family,91
0.5700000000000001,0.6,family,91
0.58,0.5777777777777777,family,91
0.59,0.5777777777777777,family,91
0.6,0.5555555555555556,family,91
0.61,0.5555555555555556,family,91
0.62,0.5555555555555556,family,91
0.63,0.5555555555555556,family,91
0.64,0.5333333333333333,family,91
0.65,0.5333333333333333,family,91
0.66,0.5333333333333333,family,91
0.67,0.5333333333333333,family,91
0.68,0.5333333333333333,family,91
0.6900000000000001,0.5333333333333333,family,91
0.7000000000000001,0.5333333333333333,family,91
0.71,0.5333333333333333,family,91
0.72,0.5333333333333333,family,91
0.73,0.5333333333333333,family,91
0.74,0.5333333333333333,family,91
0.75,0.5111111111111111,family,91
0.76,0.5111111111111111,family,91
0.77,0.5111111111111111,family,91
0.78,0.5111111111111111,family,91
0.79,0.5111111111111111,family,91
0.8,0.5111111111111111,family,91
0.81,0.4666666666666667,family,91
0.8200000000000001,0.4666666666666667,family,91
0.8300000000000001,0.4666666666666667,family,91
0.84,0.4666666666666667,family,91
0.85,0.4444444444444444,family,91
0.86,0.4444444444444444,family,91
0.87,0.4,family,91
0.88,0.4,family,91
0.89,0.3333333333333333,family,91
0.9,0.3333333333333333,family,91
0.91,0.17777777777777778,family,91
0.92,0.17777777777777778,family,91
0.93,0.17777777777777778,family,91
0.9400000000000001,0.17777777777777778,family,91
0.9500000000000001,0.17777777777777778,family,91
0.96,0.17777777777777778,family,91
0.97,0.17777777777777778,family,91
0.98,0.17777777777777778,family,91
0.99,0.17777777777777778,family,91
1,0,family,91
0,1,family,92
0.01,1,family,92
0.02,0.9777777777777777,family,92
0.03,0.9777777777777777,family,92
0.04,0.9777777777777777,family,92
0.05,0.9777777777777777,family,92
0.06,0.9333333333333333,family,92
0.07,0.9333333333333333,family,92
0.08,0.9111111111111111,family,92
0.09,0.9111111111111111,family,92
0.1,0.9111111111111111,family,92
0.11,0.9111111111111111,family,92
0.12,0.8888888888888888,family,92
0.13,0.8888888888888888,family,92
0.14,0.8222222222222222,family,92
0.15,0.8222222222222222,family,92
0.16,0.8222222222222222,family,92
0.17,0.8222222222222222,family,92
0.18,0.8,family,92
0.19,0.8,family,92
0.2,0.8,family,92
0.21,0.8,family,92
0.22,0.8,family,92
0.23,0.8,family,92
0.24,0.8,family,92
0.25,0.7555555555555555,family,92
0.26,0.7555555555555555,family,92
0.27,0.7555555555555555,family,92
0.28,0.7555555555555555,family,92
0.29,0.7333333333333333,family,92
0.3,0.7333333333333333,family,92
0.31,0.7333333333333333,family,92
0.32,0.7333333333333333,family,92
0.33,0.7111111111111111,family,92
0.34,0.7111111111111111,family,92
0.35000000000000003,0.7111111111111111,family,92
0.36,0.7111111111111111,family,92
0.37,0.6888888888888889,family,92
0.38,0.6888888888888889,family,92
0.39,0.6888888888888889,family,92
0.4,0.6888888888888889,family,92
0.41000000000000003,0.6888888888888889,family,92
0.42,0.6888888888888889,family,92
0.43,0.6888888888888889,family,92
0.44,0.6888888888888889,family,92
0.45,0.6222222222222222,family,92
0.46,0.6222222222222222,family,92
0.47000000000000003,0.6222222222222222,family,92
0.48,0.6222222222222222,family,92
0.49,0.6222222222222222,family,92
0.5,0.6222222222222222,family,92
0.51,0.6222222222222222,family,92
0.52,0.6222222222222222,family,92
0.53,0.6222222222222222,family,92
0.54,0.6222222222222222,family,92
0.55,0.6222222222222222,family,92
0.56,0.6222222222222222,family,92
0.5700000000000001,0.6222222222222222,family,92
0.58,0.6222222222222222,family,92
0.59,0.6222222222222222,family,92
0.6,0.6222222222222222,family,92
0.61,0.6222222222222222,family,92
0.62,0.6222222222222222,family,92
0.63,0.6222222222222222,family,92
0.64,0.6,family,92
0.65,0.6,family,92
0.66,0.6,family,92
0.67,0.6,family,92
0.68,0.6,family,92
0.6900000000000001,0.6,family,92
0.7000000000000001,0.5777777777777777,family,92
0.71,0.5777777777777777,family,92
0.72,0.5555555555555556,family,92
0.73,0.5555555555555556,family,92
0.74,0.5555555555555556,family,92
0.75,0.5111111111111111,family,92
0.76,0.5111111111111111,family,92
0.77,0.4666666666666667,family,92
0.78,0.4666666666666667,family,92
0.79,0.4444444444444444,family,92
0.8,0.4444444444444444,family,92
0.81,0.4444444444444444,family,92
0.8200000000000001,0.4444444444444444,family,92
0.8300000000000001,0.4444444444444444,family,92
0.84,0.4444444444444444,family,92
0.85,0.4,family,92
0.86,0.4,family,92
0.87,0.35555555555555557,family,92
0.88,0.35555555555555557,family,92
