specificity,sensitivity,model,seed
0.54,0.4222222222222222,phylum,1
0.55,0.4222222222222222,phylum,1
0.56,0.4222222222222222,phylum,1
0.5700000000000001,0.4222222222222222,phylum,1
0.58,0.4222222222222222,phylum,1
0.59,0.4222222222222222,phylum,1
0.6,0.4222222222222222,phylum,1
0.61,0.4222222222222222,phylum,1
0.62,0.4222222222222222,phylum,1
0.63,0.4222222222222222,phylum,1
0.64,0.4222222222222222,phylum,1
0.65,0.4222222222222222,phylum,1
0.66,0.4222222222222222,phylum,1
0.67,0.4222222222222222,phylum,1
0.68,0.37777777777777777,phylum,1
0.6900000000000001,0.37777777777777777,phylum,1
0.7000000000000001,0.37777777777777777,phylum,1
0.71,0.37777777777777777,phylum,1
0.72,0.35555555555555557,phylum,1
0.73,0.35555555555555557,phylum,1
0.74,0.3111111111111111,phylum,1
0.75,0.3111111111111111,phylum,1
0.76,0.3111111111111111,phylum,1
0.77,0.3111111111111111,phylum,1
0.78,0.3111111111111111,phylum,1
0.79,0.3111111111111111,phylum,1
0.8,0.3111111111111111,phylum,1
0.81,0.3111111111111111,phylum,1
0.8200000000000001,0.3111111111111111,phylum,1
0.8300000000000001,0.3111111111111111,phylum,1
0.84,0.3111111111111111,phylum,1
0.85,0.2222222222222222,phylum,1
0.86,0.2222222222222222,phylum,1
0.87,0.2,phylum,1
0.88,0.2,phylum,1
0.89,0.2,phylum,1
0.9,0.2,phylum,1
0.91,0.2,phylum,1
0.92,0.2,phylum,1
0.93,0.17777777777777778,phylum,1
0.9400000000000001,0.17777777777777778,phylum,1
0.9500000000000001,0.1111111111111111,phylum,1
0.96,0.1111111111111111,phylum,1
0.97,0.1111111111111111,phylum,1
0.98,0.1111111111111111,phylum,1
0.99,0.1111111111111111,phylum,1
1,0,phylum,1
0,1,phylum,10
0.01,1,phylum,10
0.02,1,phylum,10
0.03,1,phylum,10
0.04,0.9777777777777777,phylum,10
0.05,0.9777777777777777,phylum,10
0.06,0.9333333333333333,phylum,10
0.07,0.9333333333333333,phylum,10
0.08,0.8666666666666667,phylum,10
0.09,0.8666666666666667,phylum,10
0.1,0.8666666666666667,phylum,10
0.11,0.8666666666666667,phylum,10
0.12,0.8222222222222222,phylum,10
0.13,0.8222222222222222,phylum,10
0.14,0.8222222222222222,phylum,10
0.15,0.8222222222222222,phylum,10
0.16,0.8222222222222222,phylum,10
0.17,0.8222222222222222,phylum,10
0.18,0.8222222222222222,phylum,10
0.19,0.8222222222222222,phylum,10
0.2,0.8222222222222222,phylum,10
0.21,0.8222222222222222,phylum,10
0.22,0.7555555555555555,phylum,10
0.23,0.7555555555555555,phylum,10
0.24,0.7333333333333333,phylum,10
0.25,0.7333333333333333,phylum,10
0.26,0.7333333333333333,phylum,10
0.27,0.7111111111111111,phylum,10
0.28,0.7111111111111111,phylum,10
0.29,0.7111111111111111,phylum,10
0.3,0.7111111111111111,phylum,10
0.31,0.7111111111111111,phylum,10
0.32,0.7111111111111111,phylum,10
0.33,0.6888888888888889,phylum,10
0.34,0.6888888888888889,phylum,10
0.35000000000000003,0.6888888888888889,phylum,10
0.36,0.6888888888888889,phylum,10
0.37,0.6888888888888889,phylum,10
0.38,0.6888888888888889,phylum,10
0.39,0.6888888888888889,phylum,10
0.4,0.6888888888888889,phylum,10
0.41000000000000003,0.6888888888888889,phylum,10
0.42,0.6888888888888889,phylum,10
0.43,0.6444444444444445,phylum,10
0.44,0.6444444444444445,phylum,10
0.45,0.6444444444444445,phylum,10
0.46,0.6444444444444445,phylum,10
0.47000000000000003,0.6444444444444445,phylum,10
0.48,0.6444444444444445,phylum,10
0.49,0.6222222222222222,phylum,10
0.5,0.6222222222222222,phylum,10
0.51,0.6222222222222222,phylum,10
0.52,0.6222222222222222,phylum,10
0.53,0.6222222222222222,phylum,10
0.54,0.6,phylum,10
0.55,0.6,phylum,10
0.56,0.6,phylum,10
0.5700000000000001,0.6,phylum,10
0.58,0.6,phylum,10
0.59,0.6,phylum,10
0.6,0.5555555555555556,phylum,10
0.61,0.5555555555555556,phylum,10
0.62,0.5555555555555556,phylum,10
0.63,0.5555555555555556,phylum,10
0.64,0.5555555555555556,phylum,10
0.65,0.5555555555555556,phylum,10
0.66,0.5333333333333333,phylum,10
0.67,0.5333333333333333,phylum,10
0.68,0.5333333333333333,phylum,10
0.6900000000000001,0.5333333333333333,phylum,10
0.7000000000000001,0.5111111111111111,phylum,10
0.71,0.5111111111111111,phylum,10
0.72,0.4888888888888889,phylum,10
0.73,0.4888888888888889,phylum,10
0.74,0.4,phylum,10
0.75,0.4,phylum,10
0.76,0.4,phylum,10
0.77,0.4,phylum,10
0.78,0.4,phylum,10
0.79,0.4,phylum,10
0.8,0.4,phylum,10
0.81,0.37777777777777777,phylum,10
0.8200000000000001,0.37777777777777777,phylum,10
0.8300000000000001,0.37777777777777777,phylum,10
0.84,0.37777777777777777,phylum,10
0.85,0.3111111111111111,phylum,10
0.86,0.3111111111111111,phylum,10
0.87,0.17777777777777778,phylum,10
0.88,0.17777777777777778,phylum,10
0.89,0.13333333333333333,phylum,10
0.9,0.13333333333333333,phylum,10
0.91,0.13333333333333333,phylum,10
0.92,0.13333333333333333,phylum,10
0.93,0.13333333333333333,phylum,10
0.9400000000000001,0.13333333333333333,phylum,10
0.9500000000000001,0.13333333333333333,phylum,10
0.96,0.13333333333333333,phylum,10
0.97,0.13333333333333333,phylum,10
0.98,0.13333333333333333,phylum,10
0.99,0.08888888888888889,phylum,10
1,0,phylum,10
0,1,phylum,100
0.01,1,phylum,100
0.02,0.9777777777777777,phylum,100
0.03,0.9777777777777777,phylum,100
0.04,0.9333333333333333,phylum,100
0.05,0.9333333333333333,phylum,100
0.06,0.9333333333333333,phylum,100
0.07,0.9333333333333333,phylum,100
0.08,0.9111111111111111,phylum,100
0.09,0.9111111111111111,phylum,100
0.1,0.9111111111111111,phylum,100
0.11,0.9111111111111111,phylum,100
0.12,0.9111111111111111,phylum,100
0.13,0.9111111111111111,phylum,100
0.14,0.8666666666666667,phylum,100
0.15,0.8666666666666667,phylum,100
0.16,0.8666666666666667,phylum,100
0.17,0.8666666666666667,phylum,100
0.18,0.8444444444444444,phylum,100
0.19,0.8444444444444444,phylum,100
0.2,0.8444444444444444,phylum,100
0.21,0.8444444444444444,phylum,100
0.22,0.8222222222222222,phylum,100
0.23,0.8222222222222222,phylum,100
0.24,0.8,phylum,100
0.25,0.8,phylum,100
0.26,0.8,phylum,100
0.27,0.8,phylum,100
0.28,0.8,phylum,100
0.29,0.7555555555555555,phylum,100
0.3,0.7555555555555555,phylum,100
0.31,0.7333333333333333,phylum,100
0.32,0.7333333333333333,phylum,100
0.33,0.7111111111111111,phylum,100
0.34,0.7111111111111111,phylum,100
0.35000000000000003,0.7111111111111111,phylum,100
0.36,0.7111111111111111,phylum,100
0.37,0.6444444444444445,phylum,100
0.38,0.6444444444444445,phylum,100
0.39,0.6444444444444445,phylum,100
0.4,0.6444444444444445,phylum,100
0.41000000000000003,0.6,phylum,100
0.42,0.6,phylum,100
0.43,0.6,phylum,100
0.44,0.6,phylum,100
0.45,0.6,phylum,100
0.46,0.6,phylum,100
0.47000000000000003,0.6,phylum,100
0.48,0.6,phylum,100
0.49,0.6,phylum,100
0.5,0.6,phylum,100
0.51,0.6,phylum,100
0.52,0.5111111111111111,phylum,100
0.53,0.5111111111111111,phylum,100
0.54,0.4888888888888889,phylum,100
0.55,0.4888888888888889,phylum,100
0.56,0.4666666666666667,phylum,100
0.5700000000000001,0.4666666666666667,phylum,100
0.58,0.4666666666666667,phylum,100
0.59,0.4666666666666667,phylum,100
0.6,0.4666666666666667,phylum,100
0.61,0.4666666666666667,phylum,100
0.62,0.4444444444444444,phylum,100
0.63,0.4444444444444444,phylum,100
0.64,0.4444444444444444,phylum,100
0.65,0.4444444444444444,phylum,100
0.66,0.4444444444444444,phylum,100
0.67,0.4444444444444444,phylum,100
0.68,0.4444444444444444,phylum,100
0.6900000000000001,0.4444444444444444,phylum,100
0.7000000000000001,0.4444444444444444,phylum,100
0.71,0.4444444444444444,phylum,100
0.72,0.4222222222222222,phylum,100
0.73,0.4222222222222222,phylum,100
0.74,0.35555555555555557,phylum,100
0.75,0.3111111111111111,phylum,100
0.76,0.3111111111111111,phylum,100
0.77,0.28888888888888886,phylum,100
0.78,0.28888888888888886,phylum,100
0.79,0.26666666666666666,phylum,100
0.8,0.26666666666666666,phylum,100
0.81,0.26666666666666666,phylum,100
0.8200000000000001,0.26666666666666666,phylum,100
0.8300000000000001,0.26666666666666666,phylum,100
0.84,0.26666666666666666,phylum,100
0.85,0.17777777777777778,phylum,100
0.86,0.17777777777777778,phylum,100
0.87,0.17777777777777778,phylum,100
0.88,0.17777777777777778,phylum,100
0.89,0.17777777777777778,phylum,100
0.9,0.17777777777777778,phylum,100
0.91,0.17777777777777778,phylum,100
0.92,0.17777777777777778,phylum,100
0.93,0.17777777777777778,phylum,100
0.9400000000000001,0.17777777777777778,phylum,100
0.9500000000000001,0.17777777777777778,phylum,100
0.96,0.17777777777777778,phylum,100
0.97,0.15555555555555556,phylum,100
0.98,0.15555555555555556,phylum,100
0.99,0.044444444444444446,phylum,100
1,0,phylum,100
0,1,phylum,11
0.01,1,phylum,11
0.02,0.9777777777777777,phylum,11
0.03,0.9777777777777777,phylum,11
0.04,0.9333333333333333,phylum,11
0.05,0.9333333333333333,phylum,11
0.06,0.9111111111111111,phylum,11
0.07,0.9111111111111111,phylum,11
0.08,0.9111111111111111,phylum,11
0.09,0.9111111111111111,phylum,11
0.1,0.8888888888888888,phylum,11
0.11,0.8888888888888888,phylum,11
0.12,0.8888888888888888,phylum,11
0.13,0.8888888888888888,phylum,11
0.14,0.8888888888888888,phylum,11
0.15,0.8888888888888888,phylum,11
0.16,0.8666666666666667,phylum,11
0.17,0.8666666666666667,phylum,11
0.18,0.8666666666666667,phylum,11
0.19,0.8666666666666667,phylum,11
0.2,0.8666666666666667,phylum,11
0.21,0.8666666666666667,phylum,11
0.22,0.8444444444444444,phylum,11
0.23,0.8444444444444444,phylum,11
0.24,0.8444444444444444,phylum,11
0.25,0.8444444444444444,phylum,11
0.26,0.8444444444444444,phylum,11
0.27,0.8444444444444444,phylum,11
0.28,0.8444444444444444,phylum,11
0.29,0.7777777777777778,phylum,11
0.3,0.7777777777777778,phylum,11
0.31,0.7777777777777778,phylum,11
0.32,0.7777777777777778,phylum,11
0.33,0.7555555555555555,phylum,11
0.34,0.7555555555555555,phylum,11
0.35000000000000003,0.7555555555555555,phylum,11
0.36,0.7555555555555555,phylum,11
0.37,0.7555555555555555,phylum,11
0.38,0.7555555555555555,phylum,11
0.39,0.7555555555555555,phylum,11
0.4,0.7555555555555555,phylum,11
0.41000000000000003,0.7333333333333333,phylum,11
0.42,0.7333333333333333,phylum,11
0.43,0.6666666666666666,phylum,11
0.44,0.6666666666666666,phylum,11
0.45,0.6666666666666666,phylum,11
0.46,0.6666666666666666,phylum,11
0.47000000000000003,0.6666666666666666,phylum,11
0.48,0.6666666666666666,phylum,11
0.49,0.6666666666666666,phylum,11
0.5,0.6666666666666666,phylum,11
0.51,0.6666666666666666,phylum,11
0.52,0.6222222222222222,phylum,11
0.53,0.6222222222222222,phylum,11
0.54,0.5555555555555556,phylum,11
0.55,0.5555555555555556,phylum,11
0.56,0.5555555555555556,phylum,11
0.5700000000000001,0.5555555555555556,phylum,11
0.58,0.5555555555555556,phylum,11
0.59,0.5555555555555556,phylum,11
0.6,0.5333333333333333,phylum,11
0.61,0.5333333333333333,phylum,11
0.62,0.5333333333333333,phylum,11
0.63,0.5333333333333333,phylum,11
0.64,0.4222222222222222,phylum,11
0.65,0.4222222222222222,phylum,11
0.66,0.37777777777777777,phylum,11
0.67,0.37777777777777777,phylum,11
0.68,0.37777777777777777,phylum,11
0.6900000000000001,0.37777777777777777,phylum,11
0.7000000000000001,0.35555555555555557,phylum,11
0.71,0.35555555555555557,phylum,11
0.72,0.35555555555555557,phylum,11
0.73,0.35555555555555557,phylum,11
0.74,0.3333333333333333,phylum,11
0.75,0.3333333333333333,phylum,11
0.76,0.3333333333333333,phylum,11
0.77,0.3111111111111111,phylum,11
0.78,0.3111111111111111,phylum,11
0.79,0.2222222222222222,phylum,11
0.8,0.2222222222222222,phylum,11
0.81,0.2,phylum,11
0.8200000000000001,0.2,phylum,11
0.8300000000000001,0.2,phylum,11
0.84,0.2,phylum,11
0.85,0.15555555555555556,phylum,11
0.86,0.15555555555555556,phylum,11
0.87,0.13333333333333333,phylum,11
0.88,0.13333333333333333,phylum,11
0.89,0.1111111111111111,phylum,11
0.9,0.1111111111111111,phylum,11
0.91,0.1111111111111111,phylum,11
0.92,0.1111111111111111,phylum,11
0.93,0.044444444444444446,phylum,11
0.9400000000000001,0.044444444444444446,phylum,11
0.9500000000000001,0.044444444444444446,phylum,11
0.96,0.044444444444444446,phylum,11
0.97,0.044444444444444446,phylum,11
0.98,0.044444444444444446,phylum,11
0.99,0.044444444444444446,phylum,11
1,0,phylum,11
0,1,phylum,12
0.01,1,phylum,12
0.02,0.9777777777777777,phylum,12
0.03,0.9777777777777777,phylum,12
0.04,0.9777777777777777,phylum,12
0.05,0.9777777777777777,phylum,12
0.06,0.9777777777777777,phylum,12
0.07,0.9777777777777777,phylum,12
0.08,0.9111111111111111,phylum,12
0.09,0.9111111111111111,phylum,12
0.1,0.8666666666666667,phylum,12
0.11,0.8666666666666667,phylum,12
0.12,0.8666666666666667,phylum,12
0.13,0.8666666666666667,phylum,12
0.14,0.8444444444444444,phylum,12
0.15,0.8444444444444444,phylum,12
0.16,0.8444444444444444,phylum,12
0.17,0.8444444444444444,phylum,12
0.18,0.8,phylum,12
0.19,0.8,phylum,12
0.2,0.8,phylum,12
0.21,0.8,phylum,12
0.22,0.7777777777777778,phylum,12
0.23,0.7777777777777778,phylum,12
0.24,0.7333333333333333,phylum,12
0.25,0.7333333333333333,phylum,12
0.26,0.7333333333333333,phylum,12
0.27,0.7333333333333333,phylum,12
0.28,0.7333333333333333,phylum,12
0.29,0.7333333333333333,phylum,12
0.3,0.7333333333333333,phylum,12
0.31,0.7333333333333333,phylum,12
0.32,0.7333333333333333,phylum,12
0.33,0.7111111111111111,phylum,12
0.34,0.7111111111111111,phylum,12
0.35000000000000003,0.7111111111111111,phylum,12
0.36,0.7111111111111111,phylum,12
0.37,0.7111111111111111,phylum,12
0.38,0.7111111111111111,phylum,12
0.39,0.7111111111111111,phylum,12
0.4,0.7111111111111111,phylum,12
0.41000000000000003,0.6222222222222222,phylum,12
0.42,0.6222222222222222,phylum,12
0.43,0.6222222222222222,phylum,12
0.44,0.6222222222222222,phylum,12
0.45,0.6,phylum,12
0.46,0.6,phylum,12
0.47000000000000003,0.6,phylum,12
0.48,0.6,phylum,12
0.49,0.5777777777777777,phylum,12
0.5,0.5777777777777777,phylum,12
0.51,0.5777777777777777,phylum,12
0.52,0.5555555555555556,phylum,12
0.53,0.5555555555555556,phylum,12
0.54,0.5555555555555556,phylum,12
0.55,0.5555555555555556,phylum,12
0.56,0.5555555555555556,phylum,12
0.5700000000000001,0.5555555555555556,phylum,12
0.58,0.5555555555555556,phylum,12
0.59,0.5555555555555556,phylum,12
0.6,0.5333333333333333,phylum,12
0.61,0.5333333333333333,phylum,12
0.62,0.5333333333333333,phylum,12
0.63,0.5333333333333333,phylum,12
0.64,0.5333333333333333,phylum,12
0.65,0.5333333333333333,phylum,12
0.66,0.5111111111111111,phylum,12
0.67,0.5111111111111111,phylum,12
0.68,0.4888888888888889,phylum,12
0.6900000000000001,0.4888888888888889,phylum,12
0.7000000000000001,0.4444444444444444,phylum,12
0.71,0.4444444444444444,phylum,12
0.72,0.4444444444444444,phylum,12
0.73,0.4444444444444444,phylum,12
0.74,0.4222222222222222,phylum,12
0.75,0.35555555555555557,phylum,12
0.76,0.35555555555555557,phylum,12
0.77,0.35555555555555557,phylum,12
0.78,0.35555555555555557,phylum,12
0.79,0.35555555555555557,phylum,12
0.8,0.35555555555555557,phylum,12
0.81,0.35555555555555557,phylum,12
0.8200000000000001,0.35555555555555557,phylum,12
0.8300000000000001,0.35555555555555557,phylum,12
0.84,0.35555555555555557,phylum,12
0.85,0.35555555555555557,phylum,12
0.86,0.35555555555555557,phylum,12
0.87,0.26666666666666666,phylum,12
0.88,0.26666666666666666,phylum,12
0.89,0.26666666666666666,phylum,12
0.9,0.26666666666666666,phylum,12
0.91,0.26666666666666666,phylum,12
0.92,0.26666666666666666,phylum,12
0.93,0.15555555555555556,phylum,12
0.9400000000000001,0.15555555555555556,phylum,12
0.9500000000000001,0.13333333333333333,phylum,12
0.96,0.13333333333333333,phylum,12
0.97,0.08888888888888889,phylum,12
0.98,0.08888888888888889,phylum,12
0.99,0.08888888888888889,phylum,12
1,0,phylum,12
0,0.9777777777777777,phylum,13
0.01,0.9777777777777777,phylum,13
0.02,0.9555555555555556,phylum,13
0.03,0.9555555555555556,phylum,13
0.04,0.9555555555555556,phylum,13
0.05,0.9555555555555556,phylum,13
0.06,0.9333333333333333,phylum,13
0.07,0.9333333333333333,phylum,13
0.08,0.9111111111111111,phylum,13
0.09,0.9111111111111111,phylum,13
0.1,0.8888888888888888,phylum,13
0.11,0.8888888888888888,phylum,13
0.12,0.8222222222222222,phylum,13
0.13,0.8222222222222222,phylum,13
0.14,0.8222222222222222,phylum,13
0.15,0.8222222222222222,phylum,13
0.16,0.8222222222222222,phylum,13
0.17,0.8222222222222222,phylum,13
0.18,0.8222222222222222,phylum,13
0.19,0.8222222222222222,phylum,13
0.2,0.7777777777777778,phylum,13
0.21,0.7777777777777778,phylum,13
0.22,0.7555555555555555,phylum,13
0.23,0.7555555555555555,phylum,13
0.24,0.7555555555555555,phylum,13
0.25,0.7333333333333333,phylum,13
0.26,0.7333333333333333,phylum,13
0.27,0.7333333333333333,phylum,13
0.28,0.7333333333333333,phylum,13
0.29,0.7111111111111111,phylum,13
0.3,0.7111111111111111,phylum,13
0.31,0.6666666666666666,phylum,13
0.32,0.6666666666666666,phylum,13
0.33,0.6666666666666666,phylum,13
0.34,0.6666666666666666,phylum,13
0.35000000000000003,0.6444444444444445,phylum,13
0.36,0.6444444444444445,phylum,13
0.37,0.6222222222222222,phylum,13
0.38,0.6222222222222222,phylum,13
0.39,0.5777777777777777,phylum,13
0.4,0.5777777777777777,phylum,13
0.41000000000000003,0.5555555555555556,phylum,13
0.42,0.5555555555555556,phylum,13
0.43,0.5555555555555556,phylum,13
0.44,0.5555555555555556,phylum,13
0.45,0.5333333333333333,phylum,13
0.46,0.5333333333333333,phylum,13
0.47000000000000003,0.5333333333333333,phylum,13
0.48,0.5333333333333333,phylum,13
0.49,0.5333333333333333,phylum,13
0.5,0.5333333333333333,phylum,13
0.51,0.5333333333333333,phylum,13
0.52,0.5333333333333333,phylum,13
0.53,0.5333333333333333,phylum,13
0.54,0.4888888888888889,phylum,13
0.55,0.4888888888888889,phylum,13
0.56,0.4888888888888889,phylum,13
0.5700000000000001,0.4888888888888889,phylum,13
0.58,0.4888888888888889,phylum,13
0.59,0.4888888888888889,phylum,13
0.6,0.4888888888888889,phylum,13
0.61,0.4888888888888889,phylum,13
0.62,0.4888888888888889,phylum,13
0.63,0.4888888888888889,phylum,13
0.64,0.4444444444444444,phylum,13
0.65,0.4444444444444444,phylum,13
0.66,0.4444444444444444,phylum,13
0.67,0.4444444444444444,phylum,13
0.68,0.4222222222222222,phylum,13
0.6900000000000001,0.4222222222222222,phylum,13
0.7000000000000001,0.4222222222222222,phylum,13
0.71,0.4222222222222222,phylum,13
0.72,0.4,phylum,13
0.73,0.4,phylum,13
0.74,0.35555555555555557,phylum,13
0.75,0.3111111111111111,phylum,13
0.76,0.3111111111111111,phylum,13
0.77,0.3111111111111111,phylum,13
0.78,0.3111111111111111,phylum,13
0.79,0.3111111111111111,phylum,13
0.8,0.3111111111111111,phylum,13
0.81,0.26666666666666666,phylum,13
0.8200000000000001,0.26666666666666666,phylum,13
0.8300000000000001,0.2,phylum,13
0.84,0.2,phylum,13
0.85,0.2,phylum,13
0.86,0.2,phylum,13
0.87,0.2,phylum,13
0.88,0.2,phylum,13
0.89,0.17777777777777778,phylum,13
0.9,0.17777777777777778,phylum,13
0.91,0.17777777777777778,phylum,13
0.92,0.17777777777777778,phylum,13
0.93,0.17777777777777778,phylum,13
0.9400000000000001,0.17777777777777778,phylum,13
0.9500000000000001,0.17777777777777778,phylum,13
0.96,0.17777777777777778,phylum,13
0.97,0.13333333333333333,phylum,13
0.98,0.13333333333333333,phylum,13
0.99,0.06666666666666667,phylum,13
1,0,phylum,13
0,1,phylum,14
0.01,1,phylum,14
0.02,0.9777777777777777,phylum,14
0.03,0.9777777777777777,phylum,14
0.04,0.9777777777777777,phylum,14
0.05,0.9777777777777777,phylum,14
0.06,0.9777777777777777,phylum,14
0.07,0.9777777777777777,phylum,14
0.08,0.9333333333333333,phylum,14
0.09,0.9333333333333333,phylum,14
0.1,0.9333333333333333,phylum,14
0.11,0.9333333333333333,phylum,14
0.12,0.9333333333333333,phylum,14
0.13,0.9333333333333333,phylum,14
0.14,0.9333333333333333,phylum,14
0.15,0.9333333333333333,phylum,14
0.16,0.9111111111111111,phylum,14
0.17,0.9111111111111111,phylum,14
0.18,0.9111111111111111,phylum,14
0.19,0.9111111111111111,phylum,14
0.2,0.8888888888888888,phylum,14
0.21,0.8888888888888888,phylum,14
0.22,0.8222222222222222,phylum,14
0.23,0.8222222222222222,phylum,14
0.24,0.8222222222222222,phylum,14
0.25,0.8222222222222222,phylum,14
0.26,0.8222222222222222,phylum,14
0.27,0.7555555555555555,phylum,14
0.28,0.7555555555555555,phylum,14
0.29,0.7555555555555555,phylum,14
0.3,0.7555555555555555,phylum,14
0.31,0.7555555555555555,phylum,14
0.32,0.7555555555555555,phylum,14
0.33,0.7555555555555555,phylum,14
0.34,0.7555555555555555,phylum,14
0.35000000000000003,0.7555555555555555,phylum,14
0.36,0.7555555555555555,phylum,14
0.37,0.7555555555555555,phylum,14
0.38,0.7555555555555555,phylum,14
0.39,0.7111111111111111,phylum,14
0.4,0.7111111111111111,phylum,14
0.41000000000000003,0.7111111111111111,phylum,14
0.42,0.7111111111111111,phylum,14
0.43,0.6666666666666666,phylum,14
0.44,0.6666666666666666,phylum,14
0.45,0.6666666666666666,phylum,14
0.46,0.6666666666666666,phylum,14
0.47000000000000003,0.6666666666666666,phylum,14
0.48,0.6666666666666666,phylum,14
0.49,0.6666666666666666,phylum,14
0.5,0.6444444444444445,phylum,14
0.51,0.6444444444444445,phylum,14
0.52,0.6444444444444445,phylum,14
0.53,0.6444444444444445,phylum,14
0.54,0.6444444444444445,phylum,14
0.55,0.6444444444444445,phylum,14
0.56,0.6222222222222222,phylum,14
0.5700000000000001,0.6222222222222222,phylum,14
0.58,0.6222222222222222,phylum,14
0.59,0.6222222222222222,phylum,14
0.6,0.6,phylum,14
0.61,0.6,phylum,14
0.62,0.6,phylum,14
0.63,0.6,phylum,14
0.64,0.6,phylum,14
0.65,0.6,phylum,14
0.66,0.6,phylum,14
0.67,0.6,phylum,14
0.68,0.6,phylum,14
0.6900000000000001,0.6,phylum,14
0.7000000000000001,0.6,phylum,14
0.71,0.6,phylum,14
0.72,0.6,phylum,14
0.73,0.6,phylum,14
0.74,0.6,phylum,14
0.75,0.5555555555555556,phylum,14
0.76,0.5555555555555556,phylum,14
0.77,0.5555555555555556,phylum,14
0.78,0.5555555555555556,phylum,14
0.79,0.4666666666666667,phylum,14
0.8,0.4666666666666667,phylum,14
0.81,0.4666666666666667,phylum,14
0.8200000000000001,0.4666666666666667,phylum,14
0.8300000000000001,0.4444444444444444,phylum,14
0.84,0.4444444444444444,phylum,14
0.85,0.4444444444444444,phylum,14
0.86,0.4444444444444444,phylum,14
0.87,0.37777777777777777,phylum,14
0.88,0.37777777777777777,phylum,14
0.89,0.37777777777777777,phylum,14
0.9,0.37777777777777777,phylum,14
0.91,0.3333333333333333,phylum,14
0.92,0.3333333333333333,phylum,14
0.93,0.28888888888888886,phylum,14
0.9400000000000001,0.28888888888888886,phylum,14
0.9500000000000001,0.26666666666666666,phylum,14
0.96,0.26666666666666666,phylum,14
0.97,0.2222222222222222,phylum,14
0.98,0.2222222222222222,phylum,14
0.99,0.13333333333333333,phylum,14
1,0,phylum,14
0,1,phylum,15
0.01,1,phylum,15
0.02,0.9777777777777777,phylum,15
0.03,0.9777777777777777,phylum,15
0.04,0.9777777777777777,phylum,15
0.05,0.9777777777777777,phylum,15
0.06,0.9777777777777777,phylum,15
0.07,0.9777777777777777,phylum,15
0.08,0.9777777777777777,phylum,15
0.09,0.9777777777777777,phylum,15
0.1,0.8666666666666667,phylum,15
0.11,0.8666666666666667,phylum,15
0.12,0.8666666666666667,phylum,15
0.13,0.8666666666666667,phylum,15
0.14,0.8666666666666667,phylum,15
0.15,0.8666666666666667,phylum,15
0.16,0.8222222222222222,phylum,15
0.17,0.8222222222222222,phylum,15
0.18,0.8222222222222222,phylum,15
0.19,0.8222222222222222,phylum,15
0.2,0.8222222222222222,phylum,15
0.21,0.8222222222222222,phylum,15
0.22,0.8222222222222222,phylum,15
0.23,0.8222222222222222,phylum,15
0.24,0.8,phylum,15
0.25,0.7777777777777778,phylum,15
0.26,0.7777777777777778,phylum,15
0.27,0.7777777777777778,phylum,15
0.28,0.7777777777777778,phylum,15
0.29,0.7777777777777778,phylum,15
0.3,0.7777777777777778,phylum,15
0.31,0.7777777777777778,phylum,15
0.32,0.7777777777777778,phylum,15
0.33,0.7555555555555555,phylum,15
0.34,0.7555555555555555,phylum,15
0.35000000000000003,0.7555555555555555,phylum,15
0.36,0.7555555555555555,phylum,15
0.37,0.7555555555555555,phylum,15
0.38,0.7555555555555555,phylum,15
